apm_code,nombre,estado,lifecycle_status,clase_aplicacion,tipo_de_aplicacion,icr_relevant,data_protection_relevant
AP03898,DIGSILENT COLOMBIA,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP01794,DIGSILENT PERU,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP36350,DIGSILENT ROMANIA,Active,Validated,Business Analytics,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP04582,DIM - Digital Identity Management,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP02234,Dino,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP02234.02,Dino Portal,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
AP02234.01,Dino Service,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP35724,DIVE,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
AP35655,Diversity Management Form,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP16851,Division,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP36848,DJI Dock ,In Review,Definition,PoC (Proof of Concept),COTS (Commercial Off-The-Shelf NOT customized),false,false
IT02481,DM2   Market repository,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
IT02481.02,DM2 - Market repository  Mercato tutelato,Active,Production,Business Analytics,Custom (developed from the scratch),false,false
IT02481.01,DM2_Market repository_Mercato_libero,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP17071,DMA 80,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
AP06512.12,DMAT - Data Mart Analisi Tributarie,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP06512.01,DMCT - DataMart Credito Tutelato,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,true
IT00305,DMQL - Data Mart Qualità Mercato Libero,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,true
IT00305.03,DMQL CNCL,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
IT00305.02,DMQL DMQL,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,true
AP06512.02,DMQT - DataMart Qualità Tutelato,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,true
AP13331,DMS Servizi,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
AP06512.03,DMTT - DataMart Telefonico Tutelato,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,true
AP06161.12,DNS Infrastructure,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36785,DOC-E,In Review,Definition,Power APP,,false,false
AP35027,Docall,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP07811,Docker Infrastructure,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf customized),false,false
AP07811.08,Docker Infrastructure AZ global,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07811.03,Docker Infrastructure Chile,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07811.04,Docker Infrastructure Eletropaulo,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07811.05,Docker Infrastructure Enel X USA,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07811.02,Docker Infrastructure IBAL-ES,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07811.01,Docker Infrastructure ITALY,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07811.07,Docker Infrastructure ITALY - Milan,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP07811.06,Docker Infrastructure platform multidh,Active,Production,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP06418,DOCMA Marketing Cloud,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP36268,DocPro,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,true
AP15771,DOCSTORE - Geo Bio,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
SO00194,Document Classification (GDPR & Policy 33),Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
AP01925,Document management,Active,Production,Business Transactional,Custom (developed from the scratch),false,true
AP06131,DOCUMENTAL CENTRAL DB,Active,Production,Business Analytics,COTS (Commercial Off-The-Shelf customized),false,false
AP36663,Docuprint Argentina,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36386,Docusign,Active,Validated,Technical infrastructures,COTS (Commercial Off-The-Shelf NOT customized),false,false
AP36097,DOCUSTORE,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf NOT customized),false,false
DD00022,Domain Billing,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00049,Domain Credit,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00049.02,Domain Credit Italy,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
DD00032,Domain Customer,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00032.01,Domain Customer Italy,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00050,Domain Document,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00050.05,Domain Document Composition Brasile,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
DD00050.07,Domain Document Composition Cile,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
DD00050.09,Domain Document Composition Colombia,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
DD00050.02,Domain Document Composition Iberia,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
DD00050.04,Domain Document Repository Brasile,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
DD00050.06,Domain Document Repository Cile,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
DD00050.08,Domain Document Repository Colombia,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
DD00050.03,Domain Document Repository Iberia,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
DD00050.01,Domain Document Romania,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
DD00048,Domain Measure,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00048.01,Domain Measure Iberia,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00047,Domain Payment & Collection,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00047.01,Domain Payments Peru,In Review,Definition,Technical infrastructures,Custom (developed from the scratch),false,false
DD00053,Domain Plant Data,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00033,Domain Product & Pricing,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00033.01,Domain Product Italy,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00034,Domain Promotion,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00034.02,DOMAIN PROMOTION IBERIA,Active,Validated,Business Transactional,Custom (developed from the scratch),false,false
DD00034.01,Domain Promotion Italy,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00035,Domain Sales,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00035.02,Domain Sales Iberia,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
DD00035.01,Domain Sales Italy,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00036,Domain Supply,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00036.02,Domain Supply Iberia,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00036.01,Domain Supply Italy,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00105,Domain Wholesaler,In Review,Definition,Business Transactional,Custom (developed from the scratch),false,false
DD00071.01,DomainModule_Notification Management,Active,Production,Business Transactional,Custom (developed from the scratch),false,false
DD00013,Domain_Assets,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00013.02,Domain_Assets_Engineering & Construction,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
DD00013.03,Domain_Assets_Regulatory,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
DD00013.04,Domain_Assets_Standards & Equipments,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
DD00022.01,Domain_Billing_Italy,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
DD00023,Domain_Credit,Active,Production,Business Transactional,COTS (Commercial Off-The-Shelf customized),false,false
DD00001,Domain_Customer,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00065,Domain_DataMigration_Glin,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
DD00005,Domain_Field Activities,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00010,Domain_Grid Activities,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
DD00010.01,Domain_Grid Activities_Maintenance,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00010.02,Domain_Grid Activities_Network Planning,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00010.03,Domain_Grid Activities_Permitting,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00009,Domain_Grid Topology,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
DD00009.01,Domain_Grid Topology_GIS,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00009.03,Domain_Grid Topology_Incremental,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
DD00009.02,Domain_Grid Topology_Structure,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
DD00098,Domain_GridVerse,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
DD00013.01,Domain_INFRA_Assets,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
DD00013.05,Domain_INFRA_Assets_Regulatory_LATAM,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
DD00065.01,Domain_INFRA_DataMigration_Glin,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
DD00005.01,Domain_INFRA_Field Activities_Cabine_Rami_Pali,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
DD00005.02,Domain_INFRA_Field Activities_Dispatching,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
DD00005.03,Domain_INFRA_Field Activities_Planning,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
DD00005.04,Domain_INFRA_Field Activities_QUBO,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
DD00010.04,Domain_INFRA_Grid Activities,Active,Validated,Technical infrastructures,Custom (developed from the scratch),false,false
DD00009.07,Domain_INFRA_Grid Kafka,Active,Production,Technical infrastructures,Custom (developed from the scratch),false,false
