apm_code,country
SO00186,Global
SO00011,Global
SO00009,Italy
SO00193,Global
SO00027,Global
SO00243,Global
SO00243.01,Chile
SO00019,Global
SO00115,Global
SO00169,Global
SO00020,Global
SO00054,Brazil
SO00056,Brazil
SO00057,Brazil
SO00022,Chile
SO00116,Colombia
SO00021,Italy
SO00071,Peru
SO00096,Romania
SO00058,Spain
SO00089,Global
SO00121,Brazil
SO00103,Chile
SO00092,Colombia
SO00119,Italy
SO00120,Peru
SO00091,Romania
SO00090,Spain
SO00061.03,Brazil
SO00060.03,Brazil
SO00049.03,Brazil
SO00181.03,Chile
SO00117.03,Colombia
SO00182.03,Peru
SO00084.03,Spain
SO00061.02,Brazil
SO00060.02,Brazil
SO00049.02,Brazil
SO00181.02,Chile
SO00117.02,Colombia
SO00182.02,Peru
SO00084.02,Spain
SO00153,Global
SO00159,Italy
SO00110,Global
SO00192,Global
SO00146,Global
SO00134,Italy
SO00013,Global
SO00013.08,Argentina
SO00013.02,Brazil
SO00013.05,Chile
SO00013.04,Colombia
SO00099,Global
SO00013.01,Italy
SO00013.06,Peru
SO00013.07,Romania
SO00013.03,Spain
AP35609.01,Global
SO00152,Global
AP35610,Global
AP35626,Global
SO00245,Brazil
SO00191,Chile
SO00166,Colombia
SO00131,Italy
SO00148,Spain
SO00062,Global
SO00014.01,Global
SO00015.01,Italy
SO00047,Global
SO00047.03,Colombia
SO00047.01,Italy
SO00047.04,Spain
SO00151.01,Global
SO00154,Global
SO00050,Global
SO00050.04,Global
SO00050.06,Italy
SO00050.05,Global
SO00050.03,Global
SO00050.02,Global
SO00050.01,Global
SO00202,Global
SO00076,Global
SO00083,Argentina
SO00081,Brazil
SO00080,Chile
SO00079,Colombia
SO00016,Italy
SO00082,Peru
SO00078,Romania
SO00077,Spain
SO00043,Global
SO00043.08,Argentina
SO00043.02,Brazil
SO00043.05,Chile
SO00043.04,Colombia
SO00100,Global
SO00043.01,Italy
SO00043.06,Peru
SO00043.07,Romania
SO00043.03,Spain
SO00144,Global
SO00175,Global
SO00036,Global
SO00037,Italy
SO00041,Romania
SO00040,Spain
SO00112,Italy
AP35579,Global
SO00039,Global
SO00167,Global
SO00026,Global
SO00188,Global
SO00003,Italy
SO00061.04,Brazil
SO00060.04,Brazil
SO00049.04,Brazil
SO00181.04,Chile
SO00117.04,Colombia
SO00182.04,Peru
SO00084.04,Spain
SO00064,Global
SO00104,Italy
SO00052,Global
SO00170,Italy
SO00158,Spain
SO00157,Global
SO00061.01,Brazil
SO00060.01,Brazil
SO00049.01,Brazil
SO00181.01,Chile
SO00117.01,Colombia
SO00182.01,Peru
SO00084.01,Spain
SO00023,Global
SO00024,Global
SO00017,Italy
SO00002,Spain
SO00025.01,Global
SO00025,Global
SO00061,Brazil
SO00060,Brazil
SO00049,Brazil
SO00181,Chile
SO00117,Colombia
SO00182,Peru
SO00084,Spain
SO00098,Global
SO00098.02,Brazil
SO00098.05,Chile
SO00168,Global
SO00012,Global
SO00204,Global
SO00066,Global
SO00042,Italy
SO00042.01,Colombia
SO00042.02,Spain
SO00111,Italy
SO00122,Global
SO00198,Italy
SO00212,Spain
SO00109,Global
AP28111.04,Spain
AP28111.05,Spain
AP28111.06,Spain
AP35835,Global
AP35790,Spain
AP04363.01,Chile
AP01772,Spain
AP17171,Italy
DD00073,Global
AP36323.15,South Africa
AP36312.32,South Africa
AP36075,Italy
AP36312.11,Spain
AP35617.02,Spain
AP35709.02,Spain
AP36312.13,Spain
AP36323.16,Spain
AP36312.09,Spain
AP17271,Italy
AP10371.02,Italy
AP16911,Italy
AP05289,Spain
AP05291,Spain
IT05852,Brazil
IT06003,Portugal
IT06003,Spain
AP36423,Italy
IT00032,Italy
IT00032.01,Italy
IT00032.02,Italy
AP03701,Global
AP06178,Global
AP06178.01,Global
AP04974,Global
AP36066,Global
AP04692.05,Global
AP35703,Brazil
AP36142,Colombia
AP17231,Italy
AP35741,Global
IT05830,Brazil
AP36178,Global
AP36770,Spain
SO00250,Italy
AP19031,Mexico
AP36298,Global
AP03938.01,Italy
AP04101,Peru
AP04104,Colombia
AP03938,Italy
AP04033,Romania
AP04029,Spain
AP05898,Spain
AP36315,Spain
AP36315,Italy
AP36315,Chile
AP18153,Italy
AP36645,Italy
AP18153.B5,Italy
AP18153.C5,Italy
AP18153.B2,Italy
AP18153.A7,Italy
AP18153.D1,Italy
AP18153.C1,Italy
AP18153.C9,Italy
AP18153.C7,Italy
AP18153.A4,Italy
AP18153.B3,Italy
AP18153.B1,Italy
AP18153.B6,Italy
AP18153.B9,Italy
AP18153.C6,Italy
AP18153.B4,Italy
AP18153.A1,Italy
AP18153.A9,Italy
AP18153.C2,Italy
AP18153.A3,Italy
AP18153.C8,Italy
AP18153.B7,Italy
AP18153.C4,Italy
AP18153.C3,Italy
AP18153.A2,Italy
AP18153.A5,Italy
AP18153.A6,Italy
AP18153.A8,Italy
AP18153.B8,Italy
AP02148,Portugal
AP02148,Spain
AP26211,Global
AP15611,Global
AP18154,Italy
AP18154.01,Italy
AP35575,Romania
AP35575.01,Romania
AP18154.B5,Italy
AP18154.C5,Italy
AP18154.B2,Italy
AP18154.A7,Italy
AP18154.D1,Italy
AP18154.C1,Italy
AP18154.C9,Italy
AP18154.C7,Italy
AP18154.A4,Italy
AP18154.B3,Italy
AP18154.B1,Italy
AP18154.B6,Italy
AP18154.B9,Italy
AP18154.C6,Italy
AP18154.B4,Italy
AP18154.A1,Italy
AP18154.A9,Italy
AP18154.C2,Italy
AP18154.A3,Italy
AP18154.C8,Italy
AP18154.B7,Italy
AP18154.C4,Italy
AP18154.C3,Italy
AP18154.A2,Italy
AP18154.A5,Italy
AP18154.A6,Italy
AP18154.A8,Italy
AP18154.B8,Italy
AP04344,Argentina
AP04064,Chile
AP04438,Colombia
AP04062,Peru
AP04067,Brazil
AP35052,Global
AP05370,Colombia
IT04382,Global
IT04382.10,Global
IT04382.11,Global
IT04382.09,Global
IT04382.06,Global
IT04382.08,Global
IT04382.07,Global
IT04382.01,Global
IT04382.02,Global
IT04382.05,Global
IT04382.03,Global
AP18155,Italy
AP35574,Romania
AP18155.C5,Italy
AP18155.B2,Italy
AP18155.D1,Italy
AP18155.C7,Italy
AP18155.B3,Italy
AP18155.B6,Italy
AP18155.B9,Italy
AP18155.A1,Italy
AP18155.C2,Italy
AP18155.C8,Italy
AP18155.A2,Italy
AP18155.A6,Italy
AP27691.02,Colombia
AP27691.14,Colombia
AP35688,Chile
AP35688.02,Chile
AP35688.14,Chile
AP35688.01,Chile
AP35688.06,Chile
AP35688.11,Chile
AP35688.12,Chile
AP35688.07,Chile
AP35688.08,Chile
AP35688.03,Chile
AP35688.09,Chile
AP35688.10,Chile
AP35688.13,Chile
AP35688.04,Chile
AP35688.05,Chile
AP27691.01,Colombia
AP27691.06,Colombia
AP27691,Colombia
AP27691.11,Colombia
AP27691.03,Colombia
AP27691.04,Colombia
AP18171,Italy
AP18171.23,Italy
AP18171.20,Italy
AP27691.12,Colombia
AP27691.13,Colombia
AP27691.07,Colombia
AP27691.08,Colombia
AP35576,Romania
AP35576.21,Romania
AP35576.02,Romania
AP35576.18,Romania
AP35576.01,Romania
AP35576.06,Romania
AP35576.12,Romania
AP35576.08,Romania
AP35576.19,Romania
AP35576.13,Romania
AP35576.14,Romania
AP35576.07,Romania
AP35576.09,Romania
AP35576.16,Romania
AP35576.03,Romania
AP35576.15,Romania
AP35576.10,Romania
AP35576.11,Romania
AP35576.20,Romania
AP35576.17,Romania
AP35576.04,Romania
AP35576.05,Romania
AP27691.09,Colombia
AP27691.10,Colombia
AP27691.05,Colombia
AP18171.B5,Italy
AP18171.C5,Italy
AP18171.B2,Italy
AP18171.A7,Italy
AP18171.D1,Italy
AP18171.C1,Italy
AP18171.C9,Italy
AP18171.C7,Italy
AP18171.A4,Italy
AP18171.B3,Italy
AP18171.B1,Italy
AP18171.B6,Italy
AP18171.B9,Italy
AP18171.C6,Italy
AP18171.B4,Italy
AP18171.A1,Italy
AP18171.A9,Italy
AP18171.C2,Italy
AP18171.A0,Italy
AP18171.A3,Italy
AP18171.C8,Italy
AP18171.B7,Italy
AP18171.C4,Italy
AP18171.C3,Italy
AP18171.A2,Italy
AP18171.A5,Italy
AP18171.A6,Italy
AP18171.A8,Italy
AP18171.B8,Italy
AP12471.05,Spain
AP35594,Global
AP35594.08,Global
AP36246,Italy
AP36246,Brazil
AP36246,Spain
AP36246.03,Brazil
AP36246.02,Italy
AP36246.02,Spain
AP36246.01,Spain
AP35492,Italy
AP06263,Brazil
IT05641,Colombia
IT03801.02,Italy
DD00040,Global
AP35101,Italy
DD00099,Global
AP35894,Peru
AP31652.02,Global
AP35968,Italy
AP06154,Global
AP35768,Global
AP36547,Global
SO00254,Global
IT02561,Italy
AP36684,Global
AP35602,Global
AP35602.01,Global
AP36717,Global
AP36130,Brazil
AP02094,Peru
AP02094.07,Peru
AP02094.11,Peru
AP02094.08,Peru
AP35848,Chile
AP29174,Brazil
AP29151,Brazil
AP01681,Argentina
AP36289,Brazil
AP05456,Brazil
AP01744,Chile
AP36070,Colombia
AP05455,Brazil
AP03933,Brazil
IT05982,Brazil
AP03841,Peru
AP04831,Global
AP35935.10,Global
AP35935.11,Global
AP35935.05,Global
AP35935.06,Global
AP35935.09,Global
AP35935.08,Global
AP35935.03,Global
AP35935.07,Global
AP35935.02,Global
AP35935,Global
AP36529,Global
AP36466.01,Taiwan
AP03989,Argentina
AP04418,Italy
AP35888,Argentina
AP35009,Romania
AP36541,Brazil
AP04972,Global
AP01799.02,Colombia
SO00223,Spain
AP36083,Spain
AP04550,Italy
AP28912,Spain
AP24511,Italy
AP12471.01,Spain
AP36259,Spain
AP36259.01,Spain
AP02124.02,Spain
AP35572,Global
AP36814,Global
DD00055,Global
AP06160,Global
IT05897.07,Spain
AP35118,Global
AP06161.09,Global
AP36569,Spain
AP36569.01,Spain
AP05098,Spain
AP05600,Italy
AP01701,Argentina
AP36318,Global
AP36475,Brazil
AP36310,Global
AP24091,Spain
AP24091.01,Spain
AP36022,Argentina
AP12471.02,Spain
AP36727,Global
AP04597,Spain
AP04597.02,Spain
AP04597.01,Spain
AP17274,Italy
AP35098,Global
AP36351,Brazil
AP36837,Brazil
AP29792,United States of America
AP29792,USA
AP15311,Italy
AP18431.01,Global
AP04698.01,Global
AP06064.01,Romania
AP06064,Romania
IT00681.13,Italy
AP26011.02,Brazil
AP26011,Chile
AP26011,Peru
AP26011,Brazil
AP26011,Colombia
AP26011.01,Chile
AP26011.01,Colombia
AP26011.01,Peru
AP04528.02,Romania
AP05834,Spain
AP04061.03,Romania
AP25071,Peru
AP12652,Colombia
AP06064.02,Romania
AP04919.37,Romania
AP14891.02,Italy
AP14891.02,Spain
AP14891.01,Romania
AP04345,Spain
AP35766,Brazil
AP06091.01,Global
AP06161.11,Italy
AP06161,Italy
AP06161.21,Colombia
AP06161.21,Peru
AP06161.21,Chile
AP06161.21,Argentina
AP06161.21,Brazil
AP06161.19,United States of America
AP06161.19,Canada
AP06161.20,Spain
AP06161.23,Spain
AP06161.22,Spain
AP17151,Spain
SO00163,Spain
AP36311,Italy
AP16971,Italy
AP04415.26,Global
AP36677,Chile
IT05981,Spain
IT00037.04,Italy
AP35010.03,Global
AP35010.02,Global
IT04283.08,Italy
AP36834,Spain
AP01985,Spain
AP17471,Italy
AP16391,Italy
AP35669,Spain
AP36073,Guatemala
AP35038,Spain
AP26191,Spain
AP12731.04,Italy
IT05686,Spain
AP04855,Italy
AP35142,Spain
AP30391,Brazil
AP04089,Chile
AP36595,Global
AP05772,Italy
AP04026.26,Italy
DD00055.02,Spain
DD00055.01,Italy
AP05741,Global
AP36293,Global
AP36293.02,Global
AP36293.01,Global
AP36587,Spain
AP12554.01,Global
AP26651.02,Romania
AP36308.02,Global
IT00149,Italy
AP26351,Spain
AP32394,United States of America
AP32394,USA
AP35065,United States of America
AP35065,USA
AP36766,India
AP35066,United States of America
AP35066,USA
AP36140,Global
IT02281,Italy
AP36758,Brazil
AP36759,Brazil
AP06933,Spain
IT06221,Italy
AP09432.02,Global
IT03421.02,Italy
AP23411,Global
AP04713,Global
AP36760,Brazil
IT00018,Italy
AP36312.25,United States of America
AP36312.26,United States of America
AP35709.08,United States of America
AP36312.24,United States of America
AP36291,Global
AP36291.01,Global
AP09451.04,Global
AP05470,Brazil
IT05817,Brazil
AP36235,Brazil
AP36236,Brazil
AP04181,Brazil
AP35806,Peru
AP04000.01,Italy
AP05041.01,Global
AP05041.02,Global
AP05041.03,Global
AP05041.04,Global
AP05705,Spain
AP35762,Italy
AP04493,Colombia
AP35769,United States of America
AP35769,USA
AP35750,France
AP06511,Italy
AP36661,Italy
AP36661.01,Italy
AP36768,Italy
AP36671,Brazil
AP31512,Romania
AP29351,Italy
AP29351,Spain
AP01881,Italy
AP35811,Italy
AP03541.03,Spain
AP18651,Italy
AP05422.01,Spain
IT06116,Portugal
IT06116,Spain
AP09771.02,Spain
AP09771,Spain
AP05096.08,Peru
AP36069,Romania
AP05041,Global
AP36208.01,Global
AP36208,Italy
AP36208,Spain
AP36208,Poland
AP36208,USA
AP06511.02,Italy
AP36678,Global
IT05689,Chile
IT05973,Peru
AP35967.01,Italy
AP35967,Italy
AP06386,Italy
AP36718,Global
AP36482,Peru
AP29493,Spain
AP35541,Global
AP35541.02,Spain
AP35541.02,Portugal
AP35541.06,Argentina
AP35541.23,Australia
AP35541.03,Brazil
AP35541.14,Belgium
AP35541.18,Bulgaria
AP35541.05,Chile
AP35541.04,Colombia
AP35541.12,Costa Rica
AP35541.16,France
AP35541.15,Germany
AP35541.19,Greece
AP35541.11,Guatemala
AP35541.22,India
AP35541.22,Indonesia
AP35541.22,Singapore
AP35541.01,Italy
AP35541.09,Mexico
AP35541.13,Netherlands
AP35541.20,Morocco
AP35541.08,United States of America
AP35541.08,USA
AP35541.10,Panama
AP35541.07,Peru
AP35541.17,Romania
AP35541.21,South Africa
AP35541.21,Kenya
AP35541.21,Zambia
AP36300,United States of America
AP36300,Canada
AP36854,Global
AP36748,Global
AP35514,Spain
AP12554.02,Global
AP26651.03,Romania
AP15173,Colombia
AP15171,Peru
AP35552.01,Chile
AP35552.02,Colombia
AP35552,Chile
AP35552,Brazil
AP35552,Colombia
AP35552,Argentina
AP35552,Peru
AP15971,Italy
SO00228,Global
IT04703,Italy
IT04705,Italy
IT04702,Italy
IT04701,Italy
SO00246,Global
AP04526.02,Italy
AP04526.03,Italy
AP35032,Italy
AP36359,Italy
AP36359,Spain
AP36644,Global
AP14651,Brazil
AP14651.03,Brazil
AP14651.02,Brazil
AP14651.01,Brazil
AP10931.18,Global
AP14331,Brazil
AP35850.02,Global
AP35850.06,Global
AP35850.03,Global
AP35850,Global
AP35850.05,Italy
AP35850.01,Global
AP02236,Colombia
AP02110,Peru
IT05974.02,Peru
AP20911,Spain
AP20911.01,Spain
AP20911.02,Spain
AP12931,Spain
AP04675,Spain
IT00176,Italy
AP02124,Portugal
AP02124,Spain
AP35030,Spain
AP02124.17,Spain
AP02124.16,Spain
AP36082,Spain
AP35926,Argentina
IT05974.04,Peru
AP35807,Peru
AP35891,Mexico
AP03541.04,Portugal
AP03541.04,Spain
AP35763,Italy
IT00116,Italy
IT00116.01,Italy
SO00257,Italy
AP04751,Spain
IT05902,Peru
IT05974,Peru
AP14651.04,Brazil
AP36342,Argentina
AP36184,Mexico
AP04830.16,Romania
AP36692,Romania
AP14051,Global
AP14051.02,Global
SO00179,Global
AP14051.03,Global
AP23511,Global
AP23511.06,Global
AP23511.05,Global
AP23511.10,Global
AP23511.09,Global
AP23511.01,Global
AP36272,Argentina
AP36272,Chile
AP36272,Brazil
AP36272,Colombia
AP36272,Italy
AP36272,Peru
AP36272,Romania
AP36272,Spain
AP36525,Mexico
AP15931,Italy
IT00488,Italy
AP36808,Argentina
AP36808.01,Argentina
AP05594,Italy
AP05593,Italy
AP32411.10,Global
AP05873,Italy
AP17273,Italy
AP36338,Global
AP04709,Global
AP17272,Italy
AP01988,Italy
AP35867,Brazil
AP35867.03,Brazil
AP35867.01,Brazil
AP35867.02,Brazil
AP04026.25,Italy
AP35854.02,Chile
AP35854.01,Colombia
AP04031.15,Spain
SO00184,Global
AP35733,Colombia
AP35733,Peru
AP35733,Chile
AP35733,Argentina
AP35078,Brazil
AP04028,Italy
AP04042,Romania
AP04036,Spain
AP36018,Global
SO00252,Global
AP36672,Global
AP05352.08,Global
AP04364.06,Global
AP35059,Spain
AP04013.30,Spain
AP32111,Italy
AP35716,Global
AP32395.01,Global
AP32397,Global
AP32397.32,United States of America
AP32397.32,USA
AP32397.32,Canada
AP32397.32,Singapore
AP32397.32,Taiwan
AP32397.32,Poland
AP32397.32,Ireland
AP32397.32,Italy
AP32397.32,Australia
AP32397.31,United States of America
AP32397.31,USA
AP32397.31,Canada
AP32397.31,Singapore
AP32397.31,Taiwan
AP32397.31,Poland
AP32397.31,Ireland
AP32397.31,Italy
AP32397.31,Australia
AP32397.34,SOUTH KOREA
AP32397.33,SOUTH KOREA
AP19831,Global
AP19831.01,Global
AP04674.10,Global
IT06424,Romania
AP36536,Global
IT01361,Italy
IT00264,Italy
IT00145,Italy
AP35838,Italy
AP35748,Global
AP35493.01,Italy
AP36650,United States of America
AP35493.02,Italy
SO00180,Global
AP13471,Italy
AP35882,Global
AP04025.07,Italy
AP04025.06,Italy
AP04025.02,Italy
AP04025.04,Italy
AP36308.03,Global
AP15151,Chile
AP15175,Peru
AP04025,Italy
AP05883,Italy
AP04038,Romania
AP04032,Spain
AP12554.06,Global
AP12554.05,Global
AP26651.04,Romania
AP08751,Global
